"","Title","Year","Length","Budget","LogBudget"
"2862","Major League",1989,107,"11000000",7.04139268515823
"2863","Major and the Minor, The",1942,100,"928000",5.96754797621886
"2864","Majorettes, The",1986,92,"85000",4.92941892571429
"2865","Mala Noche",1985,78,"25000",4.39794000867204
"2866","Mala nocna muzika",2002,95,"200000",5.30102999566398
"2867","Mala racha",2001,65,"70000",4.84509804001426
"2868","Malcolm X",1992,202,"34000000",7.53147891704226
"2869","Male Order",2001,23,"10000",4
"2870","Malibu Express",1985,105,"500000",5.69897000433602
"2871","Malibu's Most Wanted",2003,86,"16000000",7.20411998265593
"2872","Mallrats",1995,94,"6100000",6.78532983501077
"2873","Maltese Falcon, The",1941,101,"300000",5.47712125471966
"2874","Mama",1999,100,"3000000",6.47712125471966
"2875","Mamay",2003,80,"200000",5.30102999566398
"2876","Mame",1974,132,"12000000",7.07918124604763
"2877","Mammoth",2005,8,"2000",3.30102999566398
"2878","Man Apart, A",2003,110,"36000000",7.55630250076729
"2879","Man Betrayed, A",1941,82,"250000",5.39794000867204
"2880","Man Called... Rainbo, A",1990,99,"35000",4.54406804435028
"2881","Man From Planet X, The",1951,70,"50000",4.69897000433602
"2882","Man Who Knew Too Much, The",1956,120,"2500000",6.39794000867204
"2883","Man Who Shot Liberty Valance, The",1962,123,"3200000",6.50514997831991
"2884","Man Who Wasn't There, The",2001,118,"20000000",7.30102999566398
"2885","Man Who Would Be King, The",1975,129,"8000000",6.90308998699194
"2886","Man Woman Film",1999,95,"35000",4.54406804435028
"2887","Man for All Seasons, A",1966,120,"3900000",6.5910646070265
"2888","Man from Elysian Fields, The",2001,106,"6500000",6.81291335664286
"2889","Man from Hong Kong, The",1975,111,"450000",5.65321251377534
"2890","Man in the Bath, The",2001,7,"10000",4
"2891","Man in the Iron Mask, The",1998,132,"35000000",7.54406804435028
"2892","Man of Conquest",1939,105,"1000000",6
"2893","Man of La Mancha",1972,132,"12000000",7.07918124604763
"2894","Man of the House",2005,97,"40000000",7.60205999132796
"2895","Man on Fire",2004,146,"70000000",7.84509804001426
"2896","Man on the Moon",1999,118,"52000000",7.7160033436348
"2897","Man to Man",2005,122,"30000000",7.47712125471966
"2898","Man with a Plan",1996,89,"100000",5
"2899","Man with the Golden Gun, The",1974,125,"13000000",7.11394335230684
"2900","Man's Best Friend",1993,95,"6000000",6.77815125038364
"2901","Man-Thing",2005,96,"30000000",7.47712125471966
"2902","Manhattan Baby",1982,89,"300000",5.47712125471966
"2903","Manhattan Murder Mystery",1993,104,"13500000",7.13033376849501
"2904","Manhunter",1986,124,"15000000",7.17609125905568
"2905","Maniac",1934,51,"5000",3.69897000433602
"2906","Maniac",1980,85,"350000",5.54406804435028
"2907","Maniac Cop",1988,85,"1100000",6.04139268515823
"2908","Maniac Cop 2",1990,90,"4000000",6.60205999132796
"2909","Manito",2002,79,"24000",4.38021124171161
"2910","Manitou, The",1978,104,"3000000",6.47712125471966
"2911","Mannequin: On the Move",1991,95,"13000000",7.11394335230684
"2912","Manners of Dying",2004,104,"750000",5.8750612633917
"2913","Manny & Lo",1996,88,"500000",5.69897000433602
"2914","Mantis in Lace",1968,68,"35000",4.54406804435028
"2915","Maquinista, El",2004,102,"5000000",6.69897000433602
"2916","March or Die",1977,104,"9000000",6.95424250943933
"2917","Marci X",2003,80,"20000000",7.30102999566398
"2918","Marco Polo: Haperek Ha'aharon",1996,127,"3300000",6.51851393987789
"2919","Maria Chapdelaine",1983,107,"4600000",6.66275783168157
"2920","Mariachi, El",1992,81,"220000",5.34242268082221
"2921","Marie Antoinette",1938,160,"2926000",6.46627432178929
"2922","Marilyn's Man",2004,92,"825000",5.91645394854993
"2923","Mark of Cain",1985,90,"1000000",6
"2924","Mark of the Vampire",1935,60,"305177",5.48455179943526
"2925","Marnie",1964,130,"3000000",6.47712125471966
"2926","Marooned",1969,134,"8000000",6.90308998699194
"2927","Marriage Circle, The",1924,92,"212000",5.32633586092875
"2928","Mars",1998,91,"4500000",6.65321251377534
"2929","Mars",2004,100,"2000000",6.30102999566398
"2930","Mars Attacks!",1996,106,"70000000",7.84509804001426
"2931","Martin",1977,95,"800000",5.90308998699194
"2932","Martin Lawrence Live: Runteldat",2002,113,"3000000",6.47712125471966
"2933","Marty",1955,94,"343000",5.53529412004277
"2934","Marvin's Room",1996,98,"23000000",7.36172783601759
"2935","Mary Jane's Not a Virgin Anymore",1997,98,"50000",4.69897000433602
"2936","Mary Reilly",1996,108,"47000000",7.67209785793572
"2937","Mask of Fu Manchu, The",1932,68,"327627",5.51537968511471
"2938","Mask of Zorro, The",1998,136,"65000000",7.81291335664286
"2939","Mask, The",1961,83,"250000",5.39794000867204
"2940","Mask, The",1994,97,"18000000",7.25527250510331
"2941","Master Gunfighter, The",1975,121,"3500000",6.54406804435028
"2942","Master and Commander: The Far Side of the World",2003,138,"150000000",8.17609125905568
"2943","Master of Disguise, The",2002,80,"16000000",7.20411998265593
"2944","Masters of the Universe",1987,106,"17000000",7.23044892137827
"2945","Mata Hari",1931,89,"558000",5.74663419893758
"2946","Matador, El",2003,90,"26000",4.41497334797082
"2947","Match King, The",1932,79,"165000",5.21748394421391
"2948","Matewan",1987,132,"4000000",6.60205999132796
"2949","Matilda",1996,102,"36000000",7.55630250076729
"2950","Matrix Reloaded, The",2003,138,"127000000",8.10380372095596
"2951","Matrix Revolutions, The",2003,125,"110000000",8.04139268515823
"2952","Matrix, The",1999,136,"63000000",7.79934054945358
"2953","Maurice",1987,140,"2600000",6.41497334797082
"2954","Max Keeble's Big Move",2001,86,"12000000",7.07918124604763
"2955","Maximum Overdrive",1986,97,"10000000",7
"2956","May",2002,93,"1700000",6.23044892137827
"2957","Mayerling",1968,140,"5000000",6.69897000433602
"2958","Mayor of Hell, The",1933,90,"229000",5.35983548233989
"2959","McHale's Navy",1997,108,"42000000",7.6232492903979
"2960","McLintock!",1963,127,"2000000",6.30102999566398
"2961","Me, Myself & Irene",2000,116,"51000000",7.70757017609794
"2962","Mean Creek",2004,89,"500000",5.69897000433602
"2963","Mean Girls",2004,97,"17000000",7.23044892137827
"2964","Mean People Suck",2003,8,"10000",4
"2965","Mean Streets",1973,107,"150000",5.17609125905568
"2966","Meaning of Life, The",1983,112,"9000000",6.95424250943933
"2967","Medallion, The",2003,88,"41000000",7.61278385671974
"2968","Medicine Man",1992,106,"40000000",7.60205999132796
"2969","Medium Cool",1969,110,"800000",5.90308998699194
"2970","Meet Joe Black",1998,178,"90000000",7.95424250943933
"2971","Meet Me in St. Louis",1944,113,"1707561",6.23237622713553
"2972","Meet the Applegates",1991,90,"1000",3
"2973","Meet the Deedles",1998,93,"24000000",7.38021124171161
"2974","Meet the Feebles",1989,94,"750000",5.8750612633917
"2975","Meet the Fockers",2004,115,"80000000",7.90308998699194
"2976","Meet the Hollowheads",1989,86,"4800000",6.68124123737559
"2977","Meet the Parents",2000,108,"55000000",7.74036268949424
"2978","Megaforce",1982,99,"20000000",7.30102999566398
"2979","Megiddo: The Omega Code 2",2001,104,"22000000",7.34242268082221
"2980","Meili xin shijie",1999,100,"300000",5.47712125471966
"2981","Memento",2000,113,"5000000",6.69897000433602
"2982","Memoirs of an Evil Stepmother",2004,18,"20000",4.30102999566398
"2983","Memoirs of an Invisible Man",1992,99,"40000000",7.60205999132796
"2984","Memron",2004,79,"65000",4.81291335664286
"2985","Men in Black",1997,98,"90000000",7.95424250943933
"2986","Men in Black II",2002,88,"140000000",8.14612803567824
"2987","Men in Love",1989,85,"350000",5.54406804435028
"2988","Men of Action",2003,15,"30000",4.47712125471966
"2989","Men of Honor",2000,129,"32000000",7.50514997831991
"2990","Men of War",1994,99,"12000000",7.07918124604763
"2991","Men with Brooms",2002,102,"7500000",6.8750612633917
"2992","Menace II Society",1993,97,"3500000",6.54406804435028
"2993","Meng long guojiang",1972,90,"130000",5.11394335230684
"2994","Mercano, el marciano",2002,72,"600000",5.77815125038364
"2995","Merchant of Venice, The",2004,138,"30000000",7.47712125471966
"2996","Mercury Rising",1998,108,"60000000",7.77815125038364
"2997","Mercy",2003,112,"5000",3.69897000433602
"2998","Mercy Streets",2000,106,"600000",5.77815125038364
"2999","Merry Widow, The",1925,137,"608016",5.78391500792451
"3000","Mesmerized",1986,94,"5654930",6.75242723334602
"3001","Message in a Bottle",1999,126,"30000000",7.47712125471966
"3002","Message, The",1976,177,"10000000",7
"3003","Meteor",1979,107,"16000000",7.20411998265593
"3004","Metoroporisu",2001,107,"14500000",7.16136800223498
"3005","Metro",1997,117,"55000000",7.74036268949424
"3006","Metropolis Apocalypse",1988,11,"20000",4.30102999566398
"3007","Metropolitan",1990,98,"430000",5.63346845557959
"3008","Mexican Dream, The",2003,28,"19000",4.27875360095283
"3009","Mexican, The",2001,123,"38000000",7.57978359661681
"3010","Michael Collins",1996,133,"25000000",7.39794000867204
"3011","Michael Moore Hates America",2004,125,"200000",5.30102999566398
"3012","Mickey",1918,93,"125000",5.09691001300806
"3013","Mickey",2004,90,"6000000",6.77815125038364
"3014","Mickey Blue Eyes",1999,102,"40000000",7.60205999132796
"3015","Midnight Clear, A",1992,107,"5000000",6.69897000433602
"3016","Midnight Cowboy",1969,113,"3600000",6.55630250076729
"3017","Midnight Days",2001,60,"10000",4
"3018","Midnight Express",1978,121,"2300000",6.36172783601759
"3019","Midnight Run",1988,126,"30000000",7.47712125471966
"3020","Midnight Sun",2003,18,"4000",3.60205999132796
"3021","Midnight in the Garden of Good and Evil",1997,155,"30000000",7.47712125471966
"3022","Midwestern Myth",2003,89,"250000",5.39794000867204
"3023","Mighty Aphrodite",1995,95,"15000000",7.17609125905568
"3024","Mighty Joe Young",1998,114,"49000000",7.69019608002851
"3025","Mildred Pierce",1945,111,"1500000",6.17609125905568
"3026","Miles Ahead",2004,83,"55000",4.74036268949424
"3027","Milking the Chicken",2003,35,"1000",3
"3028","Milky Way, The",1936,89,"1032000",6.01367969729119
"3029","Miller's Crossing",1990,115,"14000000",7.14612803567824
"3030","Million Dollar Baby",2004,132,"30000000",7.47712125471966
"3031","Million Dollar Hotel, The",2000,122,"8000000",6.90308998699194
"3032","Milpitas Monster, The",1975,80,"11000",4.04139268515823
"3033","Mimic",1997,105,"25000000",7.39794000867204
"3034","Mimmo & Paulie",2004,29,"12000",4.07918124604763
"3035","Mind's Eye, The",2005,96,"750000",5.8750612633917
"3036","MindField",2003,63,"6000",3.77815125038364
"3037","Mindhunters",2004,102,"27000000",7.43136376415899
"3038","Minion, The",1998,95,"12000000",7.07918124604763
"3039","Minnie and Moskowitz",1971,114,"900000",5.95424250943933
"3040","Minority Report",2002,145,"102000000",8.00860017176192
"3041","Mio West, Il",1998,95,"10000000",7
"3042","Miracle Goes On, The",1976,97,"850000",5.92941892571429
"3043","Miracle Mile",1988,87,"3000000",6.47712125471966
"3044","Miracle Rider, The",1935,306,"80000",4.90308998699194
"3045","Miracle Worker, The",1962,106,"500000",5.69897000433602
"3046","Mirror Has Two Faces, The",1996,122,"42000000",7.6232492903979
"3047","Misadventures of Margaret, The",1998,80,"5000000",6.69897000433602
"3048","Misbehavers, The",2004,120,"10000",4
"3049","Misdemeanor",2002,13,"16000",4.20411998265593
"3050","Misery",1990,107,"20000000",7.30102999566398
"3051","Misfits, The",1961,120,"4000000",6.60205999132796
"3052","Mishima: A Life in Four Chapters",1985,121,"5000000",6.69897000433602
"3053","Miss Cast Away",2004,90,"2000000",6.30102999566398
"3054","Miss Congeniality",2000,109,"45000000",7.65321251377534
"3055","Miss Pacific Fleet",1935,66,"202798",5.30706366765712
"3056","Miss Supreme Queen",1999,24,"50000",4.69897000433602
"3057","Missile to the Moon",1958,78,"65000",4.81291335664286
"3058","Mission to Mars",2000,113,"90000000",7.95424250943933
"3059","Mission to Moscow",1943,124,"1516000",6.18069920129603
"3060","Mission: Impossible",1996,110,"75000000",7.8750612633917
"3061","Mission: Impossible II",2000,123,"125000000",8.09691001300806
"3062","Mississippi Burning",1988,128,"15000000",7.17609125905568
"3063","Missy",2001,71,"5000",3.69897000433602
"3064","Mix",2004,97,"1000000",6
"3065","Mix Tape",2003,97,"15000",4.17609125905568
"3066","Mo' Better Blues",1990,130,"10000000",7
"3067","Mo' Money",1992,97,"15000000",7.17609125905568
"3068","Moby Dick",1956,115,"4500000",6.65321251377534
"3069","Mockingbird Don't Sing",2001,99,"3000000",6.47712125471966
"3070","Modern Times",1936,87,"1500000",6.17609125905568
"3071","Modern Vampires",1998,91,"2000000",6.30102999566398
"3072","Modesty Blaise",1966,119,"3000000",6.47712125471966
"3073","Modigliani",2004,128,"12000000",7.07918124604763
"3074","Mole People, The",1956,77,"200000",5.30102999566398
"3075","Molly",1999,102,"21000000",7.32221929473392
"3076","Molly Maguires, The",1970,124,"11000000",7.04139268515823
"3077","Moment of Grace, A",2004,20,"50000",4.69897000433602
"3078","Mommie Dearest",1981,129,"5000000",6.69897000433602
"3079","Mommy",1995,89,"700000",5.84509804001426
"3080","Mona Lisa Smile",2003,117,"65000000",7.81291335664286
"3081","Mondo Topless",1966,60,"12000",4.07918124604763
"3082","Mondo Trasho",1969,95,"2100",3.32221929473392
"3083","Money Pit, The",1986,91,"10000000",7
"3084","Money Talks",1997,97,"25000000",7.39794000867204
"3085","Money Train",1995,103,"68000000",7.83250891270624
"3086","Monkey Shines",1988,113,"7000000",6.84509804001426
"3087","Monkeybone",2001,92,"75000000",7.8750612633917
"3088","Monsieur Klein",1976,123,"3500000",6.54406804435028
"3089","Monsieur Verdoux",1947,114,"2000000",6.30102999566398
"3090","Monsoon Wife",2004,92,"1000000",6
"3091","Monster",2003,109,"8000000",6.90308998699194
"3092","Monster That Challenged the World, The",1957,83,"254000",5.40483371661994
"3093","Monster and the Peanut, The",2004,18,"10000",4
"3094","Monster from the Ocean Floor",1954,51,"12000",4.07918124604763
"3095","Monster's Ball",2001,112,"4000000",6.60205999132796
"3096","Monster-in-Law",2005,102,"60000000",7.77815125038364
"3097","Monsteret",2002,22,"130000",5.11394335230684
"3098","Monsters, Inc.",2001,92,"115000000",8.06069784035361
"3099","Montana",1998,92,"4000000",6.60205999132796
"3100","Monte Carlo",1930,90,"726465",5.86121469547778
"3101","Monty Python and the Holy Grail",1975,91,"250000",5.39794000867204
"3102","Moon Over Harlem",1939,70,"8000",3.90308998699194
"3103","Moon Zero Two",1969,100,"2000000",6.30102999566398
"3104","Moon and Sixpence, The",1943,89,"401000",5.60314437262018
"3105","Moonlight Mile",2002,117,"20000000",7.30102999566398
"3106","Moonlight Resurrection",1988,11,"25000",4.39794000867204
"3107","Moonlight by the Sea",2003,92,"10000",4
"3108","Moonraker",1979,126,"34000000",7.53147891704226
"3109","Moonrise",1948,90,"849452",5.92913884321201
"3110","Moonshine Mountain",1964,90,"45000",4.65321251377534
"3111","More American Graffiti",1979,110,"3000000",6.47712125471966
"3112","Morning Guy, The",2003,5,"5000",3.69897000433602
"3113","Morphin(e)",2005,20,"8000",3.90308998699194
"3114","Mortal Kombat",1995,101,"20000000",7.30102999566398
"3115","Mortal Kombat: Annihilation",1997,91,"30000000",7.47712125471966
"3116","Mosquito",1995,92,"200000",5.30102999566398
"3117","Mosquito Coast, The",1986,117,"16000000",7.20411998265593
"3118","Motel Hell",1980,102,"3000000",6.47712125471966
"3119","Mother Machree",1928,75,"750000",5.8750612633917
"3120","Mother Night",1996,114,"5500000",6.74036268949424
"3121","Mother's Day",1980,98,"150000",5.17609125905568
"3122","Mothering Heart, The",1913,23,"1800",3.25527250510331
"3123","Mothman Prophecies, The",2002,119,"42000000",7.6232492903979
"3124","Motor Psycho",1965,74,"38000",4.57978359661681
"3125","Moulin Rouge",1952,119,"1500000",6.17609125905568
"3126","Moulin Rouge!",2001,127,"52500000",7.72015930340596
"3127","Mousehunt",1997,99,"38000000",7.57978359661681
"3128","Movie Crazy",1932,98,"675000",5.82930377283103
"3129","Moving",2002,97,"9000",3.95424250943932
"3130","Moving Malcolm",2003,83,"1000000",6
"3131","Mr 3000",2004,104,"30000000",7.47712125471966
"3132","Mr. Deeds",2002,96,"50000000",7.69897000433602
"3133","Mr. Smith Goes to Washington",1939,129,"1500000",6.17609125905568
"3134","Mrs. Winterbourne",1996,105,"25000000",7.39794000867204
"3135","Ms. 45",1981,81,"62000",4.79239168949825
"3136","Much Ado",2003,86,"10000",4
"3137","Much Ado About Nothing",1993,111,"8000000",6.90308998699194
"3138","Mudge Boy, The",2003,94,"800000",5.90308998699194
"3139","Mudhoney",1965,92,"60000",4.77815125038364
"3140","Muertos de risa",1999,111,"3500000",6.54406804435028
"3141","Mujeres al borde de un ataque de nervios",1988,90,"700000",5.84509804001426
"3142","Mulan",1998,88,"70000000",7.84509804001426
"3143","Mulholland Dr.",2001,147,"15000000",7.17609125905568
